"TID","RU"
"TID_ANGELO_TENGU_SKIN","TEST"
"TID_ANGELO_TENGU_SKIN_SHOP","TEST"
"TID_ASH_SHINOBI_SKIN","TEST"
"TID_ASH_SHINOBI_SKIN_SHOP","TEST"
"TID_GRIFF_INTERGALACTIC_SKIN","TEST"
"TID_GRIFF_INTERGALACTIC_SKIN_SHOP","TEST"
"TID_FINX_MECHA_SKIN","TEST"
"TID_FINX_MECHA_SKIN_SHOP","TEST"
"TID_FINX_CRIMSON_TY_SKIN","TEST"
"TID_FINX_CRIMSON_TY_SKIN_SHOP","TEST"
"TID_FINX_MECHA_CHIEF_SKIN","TEST"
"TID_FINX_MECHA_CHIEF_SKIN_SHOP","TEST"
"TID_CLANCY_KAIJU_SKIN","TEST"
"TID_CLANCY_KAIJU_SKIN_SHOP","TEST"
"TID_COLETTE_TOKUSATSU_SKIN","TEST"
"TID_COLETTE_TOKUSATSU_SKIN_SHOP","TEST"
"TID_MICO_MONSTRO_SKIN","TEST"
"TID_MICO_MONSTRO_SKIN_SHOP","TEST"
"TID_EDGAR_PACIFIC_SKIN","TEST"
"TID_EDGAR_PACIFIC_SKIN_SHOP","TEST"
"TID_EDGAR_DRIFTER_SKIN","TEST"
"TID_EDGAR_DRIFTER_SKIN_SHOP","TEST"
"TID_EDGAR_NEURAL_LINK_SKIN","TEST"
"TID_EDGAR_NEURAL_LINK_SKIN_SHOP","TEST"
"TID_SHADE_STREET_SKIN","TEST"
"TID_SHADE_STREET_SKIN_SHOP","TEST"
"TID_MANDY_WITCH_SKIN","TEST"
"TID_MANDY_WITCH_SKIN_SHOP","TEST"
"TID_DYNAMIKE_FIRECRACKER_WIZARD_SKIN","TEST"
"TID_DYNAMIKE_FIRECRACKER_WIZARD_SKIN_SHOP","TEST"
"TID_MEG_WHISKED_SKIN","TEST"
"TID_MEG_WHISKED_SKIN_SHOP","TEST"
"TID_BULL_KANSAI_DRAGON_SKIN","TEST"
"TID_BULL_KANSAI_DRAGON_SKIN_SHOP","TEST"
"TID_SURGE_SECRET_SURGEVICE_SKIN","TEST"
"TID_SURGE_SECRET_SURGEVICE_SKIN_SHOP","TEST"
"TID_ASH_SANDCASTLE_SKIN","TEST"
"TID_ASH_SANDCASTLE_SKIN_SHOP","TEST"
"TID_LOU_BANDITO_SKIN","TEST"
"TID_LOU_BANDITO_SKIN_SHOP","TEST"
"TID_ROSA_SUNFLOWER_SKIN","TEST"
"TID_ROSA_SUNFLOWER_SKIN_SHOP","TEST"
"TID_GROM_GROMMING_HOOD_SKIN","TEST"
"TID_GROM_GROMMING_HOOD_SKIN_SHOP","TEST"
"TID_GAME_MODE_60","TEST"
"TID_SAMURAI_SMASH_1","TEST"
"TID_SAMURAI_SMASH_2","TEST"
"TID_GAME_MODE_61","TEST"
"TID_GAME_MODE_61_DESC","TEST"
"TID_EVENT_POPUP_GMV_LABEL_MEGA_BOSS","TEST"
"TID_MEGA_BOSS_INTRO_TEXT","TEST"
"TID_MEGA_BOSS_1","TEST"
"TID_MEGA_BOSS_2","TEST"
"TID_DAILY_STREAK_TITLE_SHORT","TEST"
"TID_DAILY_STREAK_LOST_TITLE_SHORT","TEST"
"TID_WELCOME_BACK_LEVEL_UP_TEXT","TEST"
"TID_COLLAB_KATANA_SKIN_COLLECTION_COMPLETE_REWARD","TEST"
"TID_MUTATION_DRAGON_RIDER_DESC","TEST"
"TID_MUTATION_8BIT_DESC","TEST"
"TID_MUTATION_BULL_DESC","TEST"
"TID_MUTATION_BARLEY_DESC","TEST"
"TID_MUTATION_JESSIE_DESC","TEST"
"TID_MUTATION_GUS_DESC","TEST"
"TID_MUTATION_COLETTE_DESC","TEST"
"TID_MUTATION_BERRY_DESC","TEST"
"TID_MUTATION_SHADE_DESC","TEST"
"TID_MUTATION_MEEPLE_DESC","TEST"
"TID_MUTATION_MORTIS_DESC","TEST"
"TID_MUTATION_TARA_DESC","TEST"
"TID_MUTATION_GENE_DESC","TEST"
"TID_MUTATION_MRP_DESC","TEST"
"TID_MUTATION_BYRON_DESC","TEST"
"TID_MUTATION_FANG_DESC","TEST"
"TID_MUTATION_RT_DESC","TEST"
"TID_MUTATION_LILY_DESC","TEST"
"TID_MUTATION_CLANCY_DESC","TEST"
"TID_MUTATION_MOE_DESC","TEST"
"TID_MUTATION_JUJU_DESC","TEST"
"TID_MUTATION_OLLI_DESC","TEST"
"TID_MUTATION_LUMI_DESC","TEST"
"TID_MUTATION_FINX_DESC","TEST"
"TID_MUTATION_CORDELIUS_DESC","TEST"
"TID_MUTATION_KENJI_DESC","TEST"
"TID_SHOP_OFFER_TITLE_66","TEST"
"TID_COLLAB_KATANA_WASABI_POWER","TEST"
"TID_COLLAB_KATANA_WASABI_POWER_ACTIVE_FOR","TEST"
"TID_COLLAB_KATANA_WASABI_POWERS_ACTIVE_IN","TEST"
"TID_ARENA_BLUE_TEAM_HAS_DEFEATED_THE_KAIJU","TEST"
"TID_ARENA_RED_TEAM_HAS_DEFEATED_THE_KAIJU","TEST"
"TID_COLLAB_KATANA_LETS_EAT","TEST"
"TID_COLLAB_KATANA_EVENT_CHAPTER_3_TEXT_1","TEST"
"TID_COLLAB_KATANA_EVENT_CHAPTER_3_TEXT_2","TEST"
"TID_COLLAB_KATANA_EVENT_CHAPTER_1_TEXT_1","TEST"
"TID_SAMURAI_POINTS_LEFT","TEST"
"TID_SHOP_OFFER_INFO_66","TEST"
"TID_ARENA_BLUE_TEAM_HAS_DESTROYED_A_TOWER","TEST"
"TID_ARENA_RED_TEAM_HAS_DESTROYED_A_TOWER","TEST"
"TID_COLLAB_KATANA_SKIN_COLLECTION_COMPLETE_REWARD_GET","TEST"
"TID_RAID_BOSS_LEVEL","TEST"
"TID_ARENA_XP_BOUNTY","TEST"
"TID_COLLAB_KATANA_CONTEST_WIN_SUSHI","TEST"
"TID_COLLAB_KATANA_CONTEST_TITLE","TEST"
"TID_COLLAB_KATANA_CONTEST_SUBTITLE","TEST"
"TID_COLLAB_KATANA_CONTEST_CHOOSE_TITLE","TEST"
"TID_COLLAB_KATANA_CONTEST_CHOOSE_SUBTITLE","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON38","TEST"
"TID_TILE_BATTLEPASSPLUS_SEASON39","TEST"
"TID_BRAWL_PASS_SEASON_37","TEST"
"TID_BRAWL_PASS_SEASON_38","TEST"
"TID_SKIN_ALBUM_GET_IT_BUTTON","TEST"
"TID_ARENA_DEFEND_YOUR_BASE","TEST"
"TID_ULTRA_TRAIT_KAZE_DESCRIPTION","TEST"
"TID_ULTRA_GEISHA_INFO_TITLE","TEST"
"TID_ULTRA_GEISHA_INFO_TXT1","TEST"
"TID_ULTRA_GEISHA_INFO_TXT2","TEST"
"TID_ULTRA_GEISHA_INFO_TXT3","TEST"
"TID_ULTRA_GEISHA_INFO_TXT4","TEST"
"TID_ULTRA_GEISHA_INFO_TXT5","TEST"
"TID_GAME_MODE_60_DESC","TEST"
"TID_SAMURAI_SMASH_INTRO_TEXT","TEST"
"TID_GAME_MODE_62","TEST"
"TID_GAME_MODE_62_DESC","TEST"
"TID_MUTATION_JAE_DESC","TEST"
"TID_COLLAB_KATANA_SAMURAI_SMASH_COVER_INFO","TEST"
"TID_CONTEST_KATANA_INFO_TEXT_1","TEST"
"TID_CONTEST_KATANA_INFO_TEXT_2","TEST"
"TID_CONTEST_KATANA_INFO_TEXT_3","TEST"
"TID_CLUB_PIGGY_SUSHI_END_UNCOLLECTED_SUSHI","TEST"
"TID_CLUB_PIGGY_SUSHI_END_COLLECT_NOW","TEST"
"TID_CLUB_PIGGY_SUSHI_END_CLOSED","TEST"
"TID_CLUB_PIGGY_SUSHI_END_CLUB_WINS","TEST"
"TID_CLUB_PIGGY_SUSHI_END_EARNED_SUSHI","TEST"
"TID_CLUB_PIGGY_SUSHI_TIMER","TEST"
"TID_CLUB_PIGGY_SUSHI_PROGRESS_BAR","TEST"
"TID_COLLAB_KATANA_SUSHI_METER_INFO_TOOLTIP","TEST"
"TID_CONTEST_KATANA_INFO_TITLE_1","TEST"
"TID_COLLAB_KATANA_INFO_POPUP_TEXT_1","TEST"
"TID_COLLAB_KATANA_INFO_POPUP_TEXT_2","TEST"
"TID_COLLAB_KATANA_INFO_POPUP_TEXT_3","TEST"
"TID_COLLAB_KATANA_INFO_POPUP_MODES","TEST"
"TID_COLLAB_KATANA_INFO_POPUP_MANGA","TEST"
"TID_CONTEST_END_FLOW_REWARD","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TITLE_1","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TEXT_1","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TITLE_2","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TEXT_2","TEST"
"TID_COLLAB_KATANA_SUSHI_SPLIT_CHANCES","TEST"
"TID_COLLAB_KATANA_SUSHI_CHANCE_TO_SPLIT","TEST"
"TID_COLLAB_KATANA_SUSHI_ROLLS","TEST"
"TID_COLLAB_KATANA_CLUB_DESCRIPTION","TEST"
"TID_COLLAB_KATANA_PLUS_WASABI_POWERS","TEST"
"TID_COLLAB_KATANA_MORE_SUSHI","TEST"
"TID_SKIN_INFO_FEUDALJAPAN","TEST"
"TID_SKIN_INFO_KAIJU","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TITLE_3","TEST"
"TID_CLUB_PIGGY_BANK_SUSHI_INFO_TEXT_3","TEST"
"TID_MUTATION_CHARLIE_DESC","TEST"
"TID_MUTATION_MAISIE_DESC","TEST"
"TID_GEISHA_GADGET_AVAILABLE_POWER_1","TEST"
"TID_COLLAB_KATANA_CLUB_WIN_DESCRIPTION","TEST"
"TID_COLLAB_KATANA_CLUB_LETS_GO","TEST"
"TID_COLLAB_KATANA_CLUB_CONTRIBUTE_DESCRIPTION","TEST"
"TID_INBOX_VIEW_BAN","TEST"
"TID_MUTATION_COOKER_DESC","TEST"
"TID_COLLAB_KATANA_SUSHI_EVENT_SKIN","TEST"
"TID_COLLAB_KATANA_CHAPTER_NEXT_MANGA","TEST"
"TID_SAMURAI_SMASH_3","TEST"
"TID_SAMURAI_SMASH_4","TEST"
"TID_SAMURAI_SMASH_5","TEST"
"TID_SAMURAI_SMASH_5V5_1","TEST"
"TID_SAMURAI_SMASH_5V5_2","TEST"
"TID_SAMURAI_SMASH_5V5_3","TEST"
"TID_SAMURAI_SMASH_5V5_4","TEST"
"TID_SAMURAI_SMASH_5V5_5","TEST"
"TID_COLLAB_KATANA_CONTEST_READY_TOOLTIP","TEST"
"TID_COLLAB_KATANA_CONTEST_CHOOSE_TOOLTIP","TEST"
"TID_COLLAB_KATANA_UNLOCK_EPIC_BRAWLER_POPUP_INFO","TEST"
"TID_SHOWDOWN_6101","TEST"
"TID_SHOWDOWN_6102","TEST"
"TID_KNOCKOUT_6101","TEST"
"TID_KNOCKOUT_6102","TEST"
"TID_BALL_6101","TEST"
"TID_BALL_6102","TEST"
"TID_HOTZONE_6101","TEST"
"TID_HOTZONE_6102","TEST"
"TID_BANKHEIST_6101","TEST"
"TID_BANKHEIST_6102","TEST"
"TID_GEMGRAB_6101","TEST"
"TID_GEMGRAB_6102","TEST"
"TID_HC_EVENT_BRAWLERS_SUBTITLE","TEST"
"TID_NAME_CHANGE_BANNED_FROM_CHATTING","TEST"
"TID_INBOX_CAPTION_BAN_WARNING","TEST"
"TID_INBOX_CAPTION_BAN_MUTE","TEST"
"TID_BAN_WARNING_NOTIFICATION_TITLE","TEST"
"TID_BAN_WARNING_NOTIFICATION_BUTTON_OK","TEST"
"TID_BAN_MUTE_NOTIFICATION_TITLE","TEST"
"TID_BAN_MUTE_NOTIFICATION_BUTTON_OK","TEST"
"TID_TRUE_GOLD_FINX_SKIN","TEST"
"TID_TRUE_GOLD_FINX_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_FINX_SKIN","TEST"
"TID_TRUE_SILVER_FINX_SKIN_SHOP","TEST"
"TID_TRUE_GOLD_LUMI_SKIN","TEST"
"TID_TRUE_GOLD_LUMI_SKIN_SHOP","TEST"
"TID_TRUE_SILVER_LUMI_SKIN","TEST"
"TID_TRUE_SILVER_LUMI_SKIN_SHOP","TEST"
"TID_JAE_JAMMIN_SKIN","TEST"
"TID_JAE_JAMMIN_SKIN_SHOP","TEST"
"TID_KAZE_FRUITY_SKIN","TEST"
"TID_KAZE_FRUITY_SKIN_SHOP","TEST"
"TID_SAMURAI_ENEMY_POINTS_LEFT","TEST"
"TID_MUTED_FEATURE_DISABLED_MESSAGE","TEST"
"TID_AVAILABILITY_UNO_TIME_LIMITED","TEST"
"TID_DAILY_STREAK_RESET_DESCRIPTION","TEST"
"TID_GHOST_OVERCHARGE","TEST"
"TID_GHOST_OVERCHARGE_DESC","TEST"
"TID_HADES_MORTIS_SKIN","TEST"
"TID_HADES_MORTIS_SKIN_SHOP","TEST"
"TID_CHARIOTEER_BONNIE_SKIN","TEST"
"TID_CHARIOTEER_BONNIE_SKIN_SHOP","TEST"
"TID_EREBUS_LUMI_SKIN","TEST"
"TID_EREBUS_LUMI_SKIN_SHOP","TEST"
"TID_PEGASUS_BERRY_SKIN","TEST"
"TID_PEGASUS_BERRY_SKIN_SHOP","TEST"
"TID_POLYPHEMUS_DARRYL_SKIN","TEST"
"TID_POLYPHEMUS_DARRYL_SKIN_SHOP","TEST"
"TID_HYPNOS_SANDY_SKIN","TEST"
"TID_HYPNOS_SANDY_SKIN_SHOP","TEST"
"TID_FANTASY_BO_SKIN","TEST"
"TID_FANTASY_BO_SKIN_SHOP","TEST"
"TID_FANTASY_AMBER_SKIN","TEST"
"TID_FANTASY_AMBER_SKIN_SHOP","TEST"
"TID_FANTASY_DOUG_SKIN","TEST"
"TID_FANTASY_DOUG_SKIN_SHOP","TEST"
"TID_FANTASY_JACKY_SKIN","TEST"
"TID_FANTASY_JACKY_SKIN_SHOP","TEST"
"TID_FANTASY_LILY_SKIN","TEST"
"TID_FANTASY_LILY_SKIN_SHOP","TEST"
"TID_FANTASY_BELLE_SKIN","TEST"
"TID_FANTASY_BELLE_SKIN_SHOP","TEST"
"TID_ANGEL_BUSTER_SKIN","TEST"
"TID_ANGEL_BUSTER_SKIN_SHOP","TEST"
"TID_ANGEL_8BIT_SKIN","TEST"
"TID_ANGEL_8BIT_SKIN_SHOP","TEST"
"TID_ANGEL_MEG_SKIN","TEST"
"TID_ANGEL_MEG_SKIN_SHOP","TEST"
"TID_DEMON_FANG_SKIN","TEST"
"TID_DEMON_FANG_SKIN_SHOP","TEST"
"TID_DEMON_BULL_SKIN","TEST"
"TID_DEMON_BULL_SKIN_SHOP","TEST"
"TID_DEMON_GUS_SKIN","TEST"
"TID_DEMON_GUS_SKIN_SHOP","TEST"
"TID_MUSKETEER_JESSIE_SKIN","TEST"
"TID_MUSKETEER_JESSIE_SKIN_SHOP","TEST"
"TID_BIKER_BUSTER_SKIN","TEST"
"TID_BIKER_BUSTER_SKIN_SHOP","TEST"
"TID_EGG_XPLOSIVE_TICK_SKIN","TEST"
"TID_EGG_XPLOSIVE_TICK_SKIN_SHOP","TEST"
"TID_CASINO_GRIFF_SKIN","TEST"
"TID_CASINO_GRIFF_SKIN_SHOP","TEST"
"TID_FANTASY_BO_CHROMA1_SKIN","TEST"
"TID_FANTASY_BO_CHROMA1_SKIN_SHOP","TEST"
"TID_FANTASY_BO_CHROMA2_SKIN","TEST"
"TID_FANTASY_BO_CHROMA2_SKIN_SHOP","TEST"
"TID_HADES_MORTIS_CHROMA1_SKIN","TEST"
"TID_HADES_MORTIS_CHROMA1_SKIN_SHOP","TEST"
"TID_HADES_MORTIS_CHROMA2_SKIN","TEST"
"TID_HADES_MORTIS_CHROMA2_SKIN_SHOP","TEST"
"TID_KIT_CHROMA1_SKIN","TEST"
"TID_KIT_CHROMA1_SKIN_SHOP","TEST"
"TID_KIT_CHROMA2_SKIN","TEST"
"TID_KIT_CHROMA2_SKIN_SHOP","TEST"
"TID_KIT_CHROMA3_SKIN","TEST"
"TID_KIT_CHROMA3_SKIN_SHOP","TEST"
"TID_KIT_CHROMA4_SKIN","TEST"
"TID_KIT_CHROMA4_SKIN_SHOP","TEST"
"TID_KIT_CHROMA5_SKIN","TEST"
"TID_KIT_CHROMA5_SKIN_SHOP","TEST"
"TID_KIT_CHROMA6_SKIN","TEST"
"TID_KIT_CHROMA6_SKIN_SHOP","TEST"
"TID_POCO_GHOST_SKIN","TEST"
"TID_POCO_GHOST_SKIN_SHOP","TEST"
"TID_STALKER","TEST"
"TID_STALKER_DESC","TEST"
"TID_STALKER_WEAPON","TEST"
"TID_STALKER_WEAPON_DESC","TEST"
"TID_STALKER_ULTI","TEST"
"TID_STALKER_ULTI_DESC","TEST"
"TID_STALKER_SP_1","TEST"
"TID_STALKER_SP_1_DESC","TEST"
"TID_STALKER_SP_2","TEST"
"TID_STALKER_SP_2_DESC","TEST"
"TID_STALKER_GADGET_1","TEST"
"TID_STALKER_GADGET_1_DESC","TEST"
"TID_STALKER_GADGET_2","TEST"
"TID_STALKER_GADGET_2_DESC","TEST"
"TID_TITLE_MASTERY_STALKER","TEST"
"TID_EVENT_MODIFIER_12","TEST"
"TID_EVENT_MODIFIER_DESC_12","TEST"
"TID_DRAGON_RIDER_OVERCHARGE","TEST"
"TID_DRAGON_RIDER_OVERCHARGE_DESC","TEST"
"TID_EVENT_MODIFIER_45","TEST"
"TID_EVENT_MODIFIER_DESC_45","TEST"
"TID_SKIN_SLOT_DELIVERY_TITLE","TEST"
"TID_SKIN_SLOT_DELIVERY_SUBTITLE","TEST"
"TID_DOMAIN","TEST"
"TID_DOMAIN_DESC","TEST"
"TID_DOMAIN_WEAPON","TEST"
"TID_DOMAIN_WEAPON_DESC","TEST"
"TID_DOMAIN_ULTI","TEST"
"TID_DOMAIN_ULTI_DESC","TEST"
"TID_DOMAIN_SP_1","TEST"
"TID_DOMAIN_SP_1_DESC","TEST"
"TID_DOMAIN_SP_2","TEST"
"TID_DOMAIN_SP_2_DESC","TEST"
"TID_DOMAIN_GADGET_1","TEST"
"TID_DOMAIN_GADGET_1_DESC","TEST"
"TID_DOMAIN_GADGET_2","TEST"
"TID_DOMAIN_GADGET_2_DESC","TEST"
"TID_DOMAIN_STAT_DAMAGE_INNER","TEST"
"TID_DOMAIN_STAT_DAMAGE_OUTER","TEST"
"TID_DOMAIN_STAT_DAMAGE_SUPER","TEST"
"TID_DOMAIN_OVERCHARGE","TEST"
"TID_DOMAIN_OVERCHARGE_DESC","TEST"
"TID_TITLE_MASTERY_TRUNK","TEST"
"TID_DIGGER_OVERCHARGE","TEST"
"TID_DIGGER_OVERCHARGE_DESC","TEST"
"TID_DEMONS_2025_EVENT_MENU_SHORTCUT_1","TEST"
"TID_DEMONS_2025_EVENT_MENU_SHORTCUT_2","TEST"
"TID_DEMONS_2025_EQUIP_SKILL_INFO","TEST"
"TID_DEMONS_2025_EQUIP_SKILL_TITLE","TEST"
"TID_ARTIE_OVERCHARGE","TEST"
"TID_ARTIE_OVERCHARGE_DESC","TEST"
"TID_TROPHY_WORLD_COMPENSATION_TITLE","TEST"
"TID_TROPHY_WORLD_COMPENSATION_TEXT","TEST"
"TID_TROPHY_WORLD_COMPENSATION_COLLECTED_TITLE","TEST"
"TID_TROPHY_WORLD_COMPENSATION_COLLECTED_TEXT","TEST"
"TID_DEMONS_2025_ANGELS_SKILLS_TITLE","TEST"
"TID_TROPHY_WORLD_NEW_WORLD","TEST"
"TID_TROPHY_WORLD_NEW_AREA","TEST"
"TID_SHOP_SCSTORE_TITLE","TEST"
"TID_SHOP_SCSTORE_LINK","TEST"
"TID_TROPHY_WORLD_NAME_1","TEST"
"TID_TROPHY_WORLD_NAME_2","TEST"
"TID_TROPHY_WORLD_NAME_3","TEST"
"TID_TROPHY_WORLD_NAME_4","TEST"
"TID_TROPHY_WORLD_NAME_5","TEST"
"TID_TROPHY_WORLD_NAME_6","TEST"
"TID_TROPHY_WORLD_NAME_7","TEST"
"TID_TROPHY_WORLD_NAME_8","TEST"
"TID_TROPHY_WORLD_NAME_9","TEST"
"TID_TROPHY_WORLD_NAME_10","TEST"
"TID_TROPHY_WORLD_NAME_11","TEST"
"TID_TROPHY_WORLD_NAME_12","TEST"
"TID_TROPHY_WORLD_NAME_13","TEST"
"TID_TROPHY_WORLD_NAME_14","TEST"
"TID_TROPHY_WORLD_NAME_15","TEST"
"TID_TROPHY_WORLD_INFO_TITLE","TEST"
"TID_TROPHY_WORLD_INFO_SUBTITLE","TEST"
"TID_TROPHY_WORLD_INFO_TEXT1","TEST"
"TID_TROPHY_WORLD_INFO_TEXT2","TEST"
"TID_CTF_16","TEST"
"TID_CTF_17","TEST"
"TID_CTF_18","TEST"
"TID_CTF_19","TEST"
"TID_CTF_20","TEST"
"TID_ACH_WINS_1_TITLE","TEST"
"TID_ACH_WINS_2_TITLE","TEST"
"TID_ACH_WINS_3_TITLE","TEST"
"TID_ACH_WINS_4_TITLE","TEST"
"TID_ACH_WINS_5_TITLE","TEST"
"TID_ACH_WINS_DESC","TEST"
"TID_ACH_WIN_MATCHES_IN_RANKED_1_TITLE","TEST"
"TID_ACH_WIN_MATCHES_IN_RANKED_2_TITLE","TEST"
"TID_ACH_WIN_MATCHES_IN_RANKED_3_TITLE","TEST"
"TID_ACH_WIN_MATCHES_IN_RANKED_4_TITLE","TEST"
"TID_ACH_WIN_MATCHES_IN_RANKED_DESC","TEST"
"TID_ACH_REACH_GLOBAL_FAME_TITLE","TEST"
"TID_ACH_REACH_GLOBAL_FAME_DESC","TEST"
"TID_ACH_OWN_RARE_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_RARE_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_RARE_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_RARE_SKINS_4_TITLE","TEST"
"TID_ACH_OWN_RARE_SKINS_5_TITLE","TEST"
"TID_ACH_OWN_RARE_SKINS_DESC","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_4_TITLE","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_5_TITLE","TEST"
"TID_ACH_OWN_SUPER_RARE_SKINS_DESC","TEST"
"TID_ACH_OWN_EPIC_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_EPIC_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_EPIC_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_EPIC_SKINS_4_TITLE","TEST"
"TID_ACH_OWN_EPIC_SKINS_5_TITLE","TEST"
"TID_ACH_OWN_EPIC_SKINS_DESC","TEST"
"TID_ACH_OWN_MYTHIC_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_MYTHIC_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_MYTHIC_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_MYTHIC_SKINS_DESC","TEST"
"TID_ACH_OWN_LEGENDARY_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_LEGENDARY_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_LEGENDARY_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_LEGENDARY_SKINS_DESC","TEST"
"TID_ACH_OWN_TRUE_SILVER_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_TRUE_SILVER_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_TRUE_SILVER_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_TRUE_SILVER_SKINS_4_TITLE","TEST"
"TID_ACH_OWN_TRUE_SILVER_SKINS_DESC","TEST"
"TID_ACH_OWN_TRUE_GOLD_SKINS_1_TITLE","TEST"
"TID_ACH_OWN_TRUE_GOLD_SKINS_2_TITLE","TEST"
"TID_ACH_OWN_TRUE_GOLD_SKINS_3_TITLE","TEST"
"TID_ACH_OWN_TRUE_GOLD_SKINS_4_TITLE","TEST"
"TID_ACH_OWN_TRUE_GOLD_SKINS_DESC","TEST"
"TID_ACH_EARN_MANY_STAR_PLAYER_1_TITLE","TEST"
"TID_ACH_EARN_MANY_STAR_PLAYER_2_TITLE","TEST"
"TID_ACH_EARN_MANY_STAR_PLAYER_3_TITLE","TEST"
"TID_ACH_EARN_MANY_STAR_PLAYER_DESC","TEST"
"TID_ACH_TAKEDOWN_ALL_IN_SOLO_SHOWDOWN_MATCH_TITLE","TEST"
"TID_ACH_TAKEDOWN_ALL_IN_SOLO_SHOWDOWN_MATCH_DESC","TEST"
"TID_ACH_DEAL_DAMAGE_TO_SAFE_IN_HEIST_TITLE","TEST"
"TID_ACH_DEAL_DAMAGE_TO_SAFE_IN_HEIST_DESC","TEST"
"TID_ACH_SCORE_IN_BRAWL_BALL_WITHOUT_DAMAGE_TITLE","TEST"
"TID_ACH_SCORE_IN_BRAWL_BALL_WITHOUT_DAMAGE_DESC","TEST"
"TID_ACH_UNLEASH_HYPERCHARGES_IN_ONE_MATCH_TITLE","TEST"
"TID_ACH_UNLEASH_HYPERCHARGES_IN_ONE_MATCH_DESC","TEST"
"TID_ACH_HEAL_TEAM_HP_IN_ONE_MATCH_TITLE","TEST"
"TID_ACH_HEAL_N_TEAMMATE_HP_IN_ONE_MATCH_DESC","TEST"
"TID_ACH_WIN_KNOCKOUT_1V3_TITLE","TEST"
"TID_ACH_WIN_KNOCKOUT_1V3_DESC","TEST"
"TID_ACH_SCORE_IN_HOCKEY_WITH_BOUNCES_TITLE","TEST"
"TID_ACH_SCORE_IN_HOCKEY_WITH_BOUNCES_DESC","TEST"
"TID_ACH_WIN_IN_GEM_GRAB_WHILE_HOLDING_GEMS_TITLE","TEST"
"TID_ACH_WIN_IN_GEM_GRAB_WHILE_HOLDING_GEMS_DESC","TEST"
"TID_ACH_HIGH_WIN_STREAK_TITLE","TEST"
"TID_ACH_HIGH_WIN_STREAK_DESC","TEST"
"TID_ACH_SUPER_TAKEDOWNS_WITH_MANY_BRAWLERS_TITLE","TEST"
"TID_ACH_SUPER_TAKEDOWNS_WITH_MANY_BRAWLERS_DESC","TEST"
"TID_ACH_TAKEDOWN_MOST_IN_KNOCKOUT_MATCH_TITLE","TEST"
"TID_ACH_TAKEDOWN_MOST_IN_KNOCKOUT_MATCH_DESC","TEST"
"TID_ACH_TAKEDOWN_WHILE_AIRBORNE_TITLE","TEST"
"TID_ACH_TAKEDOWN_WHILE_AIRBORNE_DESC","TEST"
"TID_ACH_BULL_KNOCKBACKS_IN_ONE_MATCH_TITLE","TEST"
"TID_ACH_BULL_KNOCKBACKS_IN_ONE_MATCH_DESC","TEST"
"TID_ACH_BUSTER_BLOCK_DAMAGE_IN_ONE_MATCH_TITLE","TEST"
"TID_ACH_BUSTER_BLOCK_DAMAGE_IN_ONE_MATCH_DESC","TEST"
"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_TITLE","TEST"
"TID_ACH_BUZZ_STUN_BRAWLERS_IN_ONE_SUPER_DESC","TEST"
"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_TITLE","TEST"
"TID_ACH_BYRON_COMBINED_DAMAGE_AND_HEALING_WITH_SUPER_DESC","TEST"
"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_TITLE","TEST"
"TID_ACH_CHARLIE_COCOON_BRAWLERS_IN_ONE_MATCH_DESC","TEST"
"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_TITLE","TEST"
"TID_ACH_CHESTER_SUPERS_IN_ONE_HYPERCHARGE_DESC","TEST"
